long,lat,ASMT_YEAR,TAX_YEAR,PIN_DASH,neighborhood,assess_total_assyr,home_value,wths_wants,assessment_year,situs_addr_city,situs_addr_line_1,situs_addr_line_2,situs_addr_state_legdat,situs_addr_zip_legdat,situs_cmptaddr_direct_legdat,situs_cmptaddr_name_legdat,situs_cmptaddr_number_legdat,situs_cmptaddr_numsuf_legdat,situs_cmptaddr_suffix_legdat
-87.89176162,42.35401775,2020,2019,07-25-200-023,9875600,264952,"$794,856.00",$953.83,2020,PARK CITY,470 OLD SKOKIE HWY,,IL,60085,,OLD SKOKIE,470,,HWY
-87.89176162,42.35401775,2020,2019,07-25-200-023,9875600,264952,"$794,856.00",$953.83,2020,PARK CITY,470 OLD SKOKIE HWY,,IL,60085,,OLD SKOKIE,470,,HWY
-87.8920871,42.35301793,2020,2019,07-25-200-006,9875600,213944,"$641,832.00",$770.20,2020,PARK CITY,496 OLD SKOKIE HWY,,IL,60085,,OLD SKOKIE,496,,HWY
-87.9056634,42.34755464,2020,2019,07-26-400-007,9875600,184101,"$552,303.00",$662.76,2020,PARK CITY,640 WILSON AVE,,IL,60085,,WILSON,640,,AVE
-87.9056634,42.34755464,2020,2019,07-26-400-007,9875600,184101,"$552,303.00",$662.76,2020,PARK CITY,640 WILSON AVE,,IL,60085,,WILSON,640,,AVE
-87.9056634,42.34755464,2020,2019,07-26-400-007,9875600,184101,"$552,303.00",$662.76,2020,PARK CITY,640 WILSON AVE,,IL,60085,,WILSON,640,,AVE
-87.9056634,42.34755464,2020,2019,07-26-400-007,9875600,184101,"$552,303.00",$662.76,2020,PARK CITY,640 WILSON AVE,,IL,60085,,WILSON,640,,AVE
-87.9056634,42.34755464,2020,2019,07-26-400-007,9875600,184101,"$552,303.00",$662.76,2020,PARK CITY,640 WILSON AVE,,IL,60085,,WILSON,640,,AVE
-87.8919004,42.35483088,2020,2019,07-25-200-022,9875600,148096,"$444,288.00",$533.15,2020,PARK CITY,450 OLD SKOKIE HWY,,IL,60085,,OLD SKOKIE,450,,HWY
-87.8919004,42.35483088,2020,2019,07-25-200-022,9875600,148096,"$444,288.00",$533.15,2020,PARK CITY,450 OLD SKOKIE HWY,,IL,60085,,OLD SKOKIE,450,,HWY
-87.91497647,42.39434128,2020,2019,07-11-100-008,9874525,9936,"$29,808.00",$35.77,2020,WAUKEGAN,36606 N DELANY RD,,IL,60085,N,DELANY,36606,,RD
-87.95001934,42.32833516,2020,2019,07-33-400-006,9874525,3964,"$11,892.00",$14.27,2020,WAUKEGAN,IL ROUTE 21,,IL,60085,,IL ROUTE 21,,,
-87.94363011,42.33243362,2020,2019,07-34-300-004,9874525,3387,"$10,161.00",$12.19,2020,WAUKEGAN,RIVER RD,,IL,60085,,RIVER,,,RD
-87.94446815,42.33189178,2020,2019,07-33-400-010,9874525,2732,"$8,196.00",$9.84,2020,WAUKEGAN,RIVER RD,,IL,60085,,RIVER,,,RD
-87.90501159,42.34755189,2020,2019,07-26-404-004,9874525,471,"$1,413.00",$1.70,2020,WAUKEGAN,33400 N WILSON AVE,,IL,60085,N,WILSON,33400,,AVE
-87.88763082,42.35342852,2020,2019,07-25-200-014,9873460,1549003,"$4,647,009.00","$5,576.41",2020,PARK CITY,S CHESTNUT AVE,,IL,60085,S,CHESTNUT,,,AVE
-87.88789672,42.35523821,2020,2019,07-25-200-013,9873460,1488032,"$4,464,096.00","$5,356.92",2020,PARK CITY,S CHESTNUT AVE,,IL,60085,S,CHESTNUT,,,AVE
-87.88736685,42.35176449,2020,2019,07-25-200-015,9873460,1035925,"$3,107,775.00","$3,729.33",2020,PARK CITY,SKOKIE HWY,,IL,60085,,SKOKIE,,,HWY
-87.88804134,42.3500034,2020,2019,07-25-200-016,9873460,673920,"$2,021,760.00","$2,426.11",2020,PARK CITY,OLD SKOKIE HWY,,IL,60085,,OLD SKOKIE,,,HWY
-87.88804134,42.3500034,2020,2019,07-25-200-016,9873460,673920,"$2,021,760.00","$2,426.11",2020,PARK CITY,OLD SKOKIE HWY,,IL,60085,,OLD SKOKIE,,,HWY
-87.88618578,42.35047012,2020,2019,07-25-200-017,9873460,364000,"$1,092,000.00","$1,310.40",2020,PARK CITY,S TESKE BLVD,,IL,60085,S,TESKE,,,BLVD
-87.89640003,42.34984219,2020,2019,07-25-113-008,9873460,230160,"$690,480.00",$828.58,2020,PARK CITY,CORNELL AVE,,IL,60085,,CORNELL,,,AVE
-87.89701298,42.34985178,2020,2019,07-25-113-020,9873460,226514,"$679,542.00",$815.45,2020,PARK CITY,0 CORNELL AVE,,IL,60085,,CORNELL,0,,AVE
-87.88592613,42.35705637,2020,2019,07-24-400-034,9873460,191277,"$573,831.00",$688.60,2020,PARK CITY,CHESTNUT AVE,,IL,60085,,CHESTNUT,,,AVE
-87.89767421,42.35172042,2020,2019,07-25-106-003,9873460,182709,"$548,127.00",$657.75,2020,PARK CITY,ROSEDALE AVE,,IL,60085,,ROSEDALE,,,AVE
-87.89762526,42.35006957,2020,2019,07-25-113-002,9873460,179282,"$537,846.00",$645.42,2020,PARK CITY,ROSEDALE AVE,,IL,60085,,ROSEDALE,,,AVE
-87.89556564,42.35039634,2020,2019,07-25-113-009,9873460,154513,"$463,539.00",$556.25,2020,PARK CITY,LAKE PARK AVE,,IL,60085,,LAKE PARK,,,AVE
-87.89817799,42.35131477,2020,2019,07-25-106-002,9873460,94244,"$282,732.00",$339.28,2020,PARK CITY,BRYN MAWR AVE,,IL,60085,,BRYN MAWR,,,AVE
-87.89817477,42.35214151,2020,2019,07-25-106-001,9873460,86537,"$259,611.00",$311.53,2020,PARK CITY,BRYN MAWR AVE,,IL,60085,,BRYN MAWR,,,AVE
-87.88600612,42.34913442,2020,2019,07-25-202-002,9873460,84704,"$254,112.00",$304.93,2020,PARK CITY,KEHM BLVD,,IL,60085,,KEHM,,,BLVD
-87.89574313,42.34920279,2020,2019,07-25-113-012,9873460,63027,"$189,081.00",$226.90,2020,PARK CITY,CORNELL AVE,,IL,60085,,CORNELL,,,AVE
-87.89818929,42.3487541,2020,2019,07-25-306-001,9873460,36408,"$109,224.00",$131.07,2020,PARK CITY,BRYN MAWR AVE,,IL,60085,,BRYN MAWR,,,AVE
-87.8981918,42.34842479,2020,2019,07-25-306-002,9873460,36408,"$109,224.00",$131.07,2020,PARK CITY,BRYN MAWR AVE,,IL,60085,,BRYN MAWR,,,AVE
-87.88545667,42.34950919,2020,2019,07-25-201-009,9873460,27175,"$81,525.00",$97.83,2020,PARK CITY,3400 KEHM BLVD,,IL,60085,,KEHM,3400,,BLVD
-87.88581777,42.34891831,2020,2019,07-25-202-005,9873460,24112,"$72,336.00",$86.80,2020,PARK CITY,CHESTNUT AVE,,IL,60085,,CHESTNUT,,,AVE
-87.88549117,42.34979132,2020,2019,07-25-201-004,9873460,23990,"$71,970.00",$86.36,2020,PARK CITY,CHESTNUT AVE,,IL,60085,,CHESTNUT,,,AVE
-87.8854275,42.34891196,2020,2019,07-25-202-006,9873460,23605,"$70,815.00",$84.98,2020,PARK CITY,CHESTNUT AVE,,IL,60085,,CHESTNUT,,,AVE
-87.88656656,42.34893204,2020,2019,07-25-202-003,9873460,22073,"$66,219.00",$79.46,2020,PARK CITY,FREDSON RD,,IL,60085,,FREDSON,,,RD
-87.88618761,42.34892429,2020,2019,07-25-202-004,9873460,21506,"$64,518.00",$77.42,2020,PARK CITY,FREDSON RD,,IL,60085,,FREDSON,,,RD
-87.88670106,42.34981255,2020,2019,07-25-201-001,9873460,17061,"$51,183.00",$61.42,2020,PARK CITY,FREDSON RD,,IL,60085,,FREDSON,,,RD
-87.88595458,42.34979881,2020,2019,07-25-201-003,9873460,14185,"$42,555.00",$51.07,2020,PARK CITY,CHESTNUT AVE,,IL,60085,,CHESTNUT,,,AVE
-87.88632442,42.34980478,2020,2019,07-25-201-002,9873460,14183,"$42,549.00",$51.06,2020,PARK CITY,FREDSON RD,,IL,60085,,FREDSON,,,RD
-87.885975,42.34951781,2020,2019,07-25-201-007,9873460,12057,"$36,171.00",$43.41,2020,PARK CITY,3408 KEHM BLVD,,IL,60085,,KEHM,3408,,BLVD
-87.88579008,42.34951482,2020,2019,07-25-201-008,9873460,12057,"$36,171.00",$43.41,2020,PARK CITY,3404 KEHM BLVD,,IL,60085,,KEHM,3404,,BLVD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.90329769,42.3393109,2020,2019,07-36-101-012,9873440,4693136,"$14,079,408.00","$16,895.29",2020,WAUKEGAN,1100 LAKEHURST RD,,IL,60085,,LAKEHURST,1100,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.9041004,42.34185928,2020,2019,07-36-101-001,9873440,4392888,"$13,178,664.00","$15,814.40",2020,WAUKEGAN,500 LAKEHURST RD,,IL,60085,,LAKEHURST,500,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
-87.90273148,42.34028312,2020,2019,07-36-101-003,9873440,4095898,"$12,287,694.00","$14,745.23",2020,WAUKEGAN,507 S LAKEHURST RD,,IL,60085,S,LAKEHURST,507,,RD
